track_id,original_audio,genre,zip_member,local_path,file_size,compressed_size,elapsed_sec,ok,status
113020,Polinesia - Malaventura,Pop,fma_large/113/113020.mp3,data/raw/FMA/selected_30s/113/113020.mp3,706636,703890,2.82,True,downloaded
117288,Ponky McFonky - My brother Daniel,Electronic,fma_large/117/117288.mp3,data/raw/FMA/selected_30s/117/117288.mp3,1200189,1176684,3.18,True,downloaded
6796,Production - Bird Names,Pop,fma_large/006/006796.mp3,data/raw/FMA/selected_30s/006/006796.mp3,961152,957659,3.28,True,downloaded
64331,Promo Mix Vocal Edit (Luv Dub Mix) - Pierlo,Electronic,fma_large/064/064331.mp3,data/raw/FMA/selected_30s/064/064331.mp3,1090900,990377,3.07,True,downloaded
121253,Puertas de Fuego - Guerra de Cerdos,Rock,fma_large/121/121253.mp3,data/raw/FMA/selected_30s/121/121253.mp3,1201390,1176000,3.3,True,downloaded
149406,Reagan Shut Down the Asylums - Punk Rock Opera,Rock,fma_large/149/149406.mp3,data/raw/FMA/selected_30s/149/149406.mp3,1202134,1199822,3.77,True,downloaded
121726,Realize Me - Jim Rooster,Electronic,fma_large/121/121726.mp3,data/raw/FMA/selected_30s/121/121726.mp3,757382,747261,2.69,True,downloaded
61493,Redlight - Room For A Ghost,Rock,fma_large/061/061493.mp3,data/raw/FMA/selected_30s/061/061493.mp3,720960,715256,2.56,True,downloaded
132443,Resistentialism - Nihilore,Electronic,fma_large/132/132443.mp3,data/raw/FMA/selected_30s/132/132443.mp3,1202191,1191136,3.06,True,downloaded
149405,Roach-Man - Punk Rock Opera,Rock,fma_large/149/149405.mp3,data/raw/FMA/selected_30s/149/149405.mp3,1203119,1200469,3.07,True,downloaded
130403,Robocall - Legally Blind,Rock,fma_large/130/130403.mp3,data/raw/FMA/selected_30s/130/130403.mp3,721573,718356,2.59,True,downloaded
143055,Robot Heart - Mystery Mammal,Electronic,fma_large/143/143055.mp3,data/raw/FMA/selected_30s/143/143055.mp3,962052,875517,2.98,True,downloaded
115761,Roland Garros 2048 - Zoliborz,Rock,fma_large/115/115761.mp3,data/raw/FMA/selected_30s/115/115761.mp3,1202309,1200702,3.59,True,downloaded
91164,Roller Star - Monroeville Music Center,Pop,fma_large/091/091164.mp3,data/raw/FMA/selected_30s/091/091164.mp3,1202074,882000,2.8,True,downloaded
112373,Rolling On - Avaren,Electronic,fma_large/112/112373.mp3,data/raw/FMA/selected_30s/112/112373.mp3,600834,591456,2.59,True,downloaded
127302,"Roundtrip - Oh Yeah, the Future",Pop,fma_large/127/127302.mp3,data/raw/FMA/selected_30s/127/127302.mp3,1040045,1039371,2.93,True,downloaded
94338,Rumble - Railkid Station,Rock,fma_large/094/094338.mp3,data/raw/FMA/selected_30s/094/094338.mp3,1202300,1189647,2.89,True,downloaded
131965,Running Free - Michett featuring Kalipluche,Electronic,fma_large/131/131965.mp3,data/raw/FMA/selected_30s/131/131965.mp3,1201143,1189450,3.44,True,downloaded
145918,SD (Ill Mix) - H-LR,Electronic,fma_large/145/145918.mp3,data/raw/FMA/selected_30s/145/145918.mp3,1202142,1194791,2.95,True,downloaded
91622,Scape from the city - Rolemusic,Electronic,fma_large/091/091622.mp3,data/raw/FMA/selected_30s/091/091622.mp3,1200903,1116351,2.84,True,downloaded
126300,Scramby Eggs - Andy G. Cohen,Rock,fma_large/126/126300.mp3,data/raw/FMA/selected_30s/126/126300.mp3,1201143,1104741,2.9,True,downloaded
131122,Sea Monster - The Crypts!,Rock,fma_large/131/131122.mp3,data/raw/FMA/selected_30s/131/131122.mp3,1201316,1033926,2.93,True,downloaded
87842,Seppuku Bot - Decktonic,Electronic,fma_large/087/087842.mp3,data/raw/FMA/selected_30s/087/087842.mp3,1201195,1135684,2.88,True,downloaded
140925,Set Fire to Creation - Nihilore,Electronic,fma_large/140/140925.mp3,data/raw/FMA/selected_30s/140/140925.mp3,1202257,1202037,2.95,True,downloaded
148889,Sfogare Il Dissenso - Deiezione HC,Rock,fma_large/148/148889.mp3,data/raw/FMA/selected_30s/148/148889.mp3,1202314,1198444,2.86,True,downloaded
6790,Shadow Government - Bird Names,Pop,fma_large/006/006790.mp3,data/raw/FMA/selected_30s/006/006790.mp3,961165,958117,2.89,True,downloaded
6793,She Works / Tepid Waters - Bird Names,Pop,fma_large/006/006793.mp3,data/raw/FMA/selected_30s/006/006793.mp3,961179,957307,2.82,True,downloaded
126294,Sheffield Hall - Andy G. Cohen,Rock,fma_large/126/126294.mp3,data/raw/FMA/selected_30s/126/126294.mp3,1201176,1103241,2.89,True,downloaded
118053,Shipwrecked Crew - Pete Prodoehl,Rock,fma_large/118/118053.mp3,data/raw/FMA/selected_30s/118/118053.mp3,742640,738234,2.6,True,downloaded
33601,Slot - Neotnas,Electronic,fma_large/033/033601.mp3,data/raw/FMA/selected_30s/033/033601.mp3,961095,903796,2.84,True,downloaded
135336,Slow and Steady - Caleb Lemond,Pop,fma_large/135/135336.mp3,data/raw/FMA/selected_30s/135/135336.mp3,600953,589111,2.63,True,downloaded
28756,Snakefirewalking - Los Llamarada,Rock,fma_large/028/028756.mp3,data/raw/FMA/selected_30s/028/028756.mp3,600850,586524,2.56,True,downloaded
127303,"Snowday - Oh Yeah, the Future",Pop,fma_large/127/127303.mp3,data/raw/FMA/selected_30s/127/127303.mp3,959744,959627,2.92,True,downloaded
113024,Soleares&beats - Malaventura,Pop,fma_large/113/113024.mp3,data/raw/FMA/selected_30s/113/113024.mp3,688129,685143,2.67,True,downloaded
22478,Something Dirty - Ergo Phizmiz,Pop,fma_large/022/022478.mp3,data/raw/FMA/selected_30s/022/022478.mp3,1202169,1075631,2.82,True,downloaded
129969,Sonzis FM - Pipe Choir,Rock,fma_large/129/129969.mp3,data/raw/FMA/selected_30s/129/129969.mp3,720406,713429,2.62,True,downloaded
37147,Soul of the Demon - Zombie Raiders,Rock,fma_large/037/037147.mp3,data/raw/FMA/selected_30s/037/037147.mp3,480827,407676,2.32,True,downloaded
113026,Space is my pace - Malaventura,Pop,fma_large/113/113026.mp3,data/raw/FMA/selected_30s/113/113026.mp3,734501,732039,2.53,True,downloaded
113016,Spanish BEEEYYAAACHHH - Malaventura,Pop,fma_large/113/113016.mp3,data/raw/FMA/selected_30s/113/113016.mp3,663634,662265,2.54,True,downloaded
6795,Stockholm Syndrome / People Should Be More Aware - Bird Names,Pop,fma_large/006/006795.mp3,data/raw/FMA/selected_30s/006/006795.mp3,961226,955401,2.83,True,downloaded
5287,Stranger - Frigg A Go Go (F.A.G.G.),Rock,fma_large/005/005287.mp3,data/raw/FMA/selected_30s/005/005287.mp3,961678,960099,2.86,True,downloaded
45101,Straw Fields - Rolemusic,Electronic,fma_large/045/045101.mp3,data/raw/FMA/selected_30s/045/045101.mp3,721037,687011,2.91,True,downloaded
148788,Strongbreeze - Rowan Box,Electronic,fma_large/148/148788.mp3,data/raw/FMA/selected_30s/148/148788.mp3,1608,435,1.11,True,downloaded
145818,Sturgeon's Law - Nihilore,Electronic,fma_large/145/145818.mp3,data/raw/FMA/selected_30s/145/145818.mp3,1202057,1201311,2.91,True,downloaded
147951,Stuttgart - Portrayal,Rock,fma_large/147/147951.mp3,data/raw/FMA/selected_30s/147/147951.mp3,1202161,1107283,2.86,True,downloaded
132439,Support Me in This Moment That I'm About To Lose Heart - Nihilore,Electronic,fma_large/132/132439.mp3,data/raw/FMA/selected_30s/132/132439.mp3,1202268,1198974,2.88,True,downloaded
143129,TTL - Twin Heads,Electronic,fma_large/143/143129.mp3,data/raw/FMA/selected_30s/143/143129.mp3,983992,983019,2.8,True,downloaded
3963,Take It All - Mod Fun,Rock,fma_large/003/003963.mp3,data/raw/FMA/selected_30s/003/003963.mp3,961558,959555,2.84,True,downloaded
33594,Take Your Fingers - Michael Fakesch,Electronic,fma_large/033/033594.mp3,data/raw/FMA/selected_30s/033/033594.mp3,961953,935355,2.8,True,downloaded
116878,Tapes - Gumbel,Electronic,fma_large/116/116878.mp3,data/raw/FMA/selected_30s/116/116878.mp3,1202052,1194664,2.88,True,downloaded
31566,Tartu Tähän Hetkeen - Paavoharju,Electronic,fma_large/031/031566.mp3,data/raw/FMA/selected_30s/031/031566.mp3,720486,706330,2.51,True,downloaded
102190,Terve Teille - Чокнутый Пропеллер,Rock,fma_large/102/102190.mp3,data/raw/FMA/selected_30s/102/102190.mp3,1201312,1018685,2.87,True,downloaded
33625,The Adventures Of Roderick Random - Maps And Diagrams,Electronic,fma_large/033/033625.mp3,data/raw/FMA/selected_30s/033/033625.mp3,962014,929167,2.91,True,downloaded
52649,The Big House - Jason Shaw,Electronic,fma_large/052/052649.mp3,data/raw/FMA/selected_30s/052/052649.mp3,1201200,968685,2.84,True,downloaded
15770,The Boss - Multifaros,Electronic,fma_large/015/015770.mp3,data/raw/FMA/selected_30s/015/015770.mp3,600947,596163,2.57,True,downloaded
91157,The Cave of Time - Monroeville Music Center,Pop,fma_large/091/091157.mp3,data/raw/FMA/selected_30s/091/091157.mp3,1201038,887179,2.57,True,downloaded
135338,The Coldest Winter - Caleb Lemond,Pop,fma_large/135/135338.mp3,data/raw/FMA/selected_30s/135/135338.mp3,601482,588974,2.61,True,downloaded
129262,The Contract - The IMG,Rock,fma_large/129/129262.mp3,data/raw/FMA/selected_30s/129/129262.mp3,1201772,1110328,2.97,True,downloaded
71821,The Courtyard - Uncle Bibby,Electronic,fma_large/071/071821.mp3,data/raw/FMA/selected_30s/071/071821.mp3,1201176,1088009,3.03,True,downloaded
145607,The Dawn - The One They Fear,Rock,fma_large/145/145607.mp3,data/raw/FMA/selected_30s/145/145607.mp3,1202331,1200535,2.87,True,downloaded
135337,The Dream and the Dreamer - Caleb Lemond,Pop,fma_large/135/135337.mp3,data/raw/FMA/selected_30s/135/135337.mp3,601496,589641,2.51,True,downloaded
15769,The Factory - Multifaros,Electronic,fma_large/015/015769.mp3,data/raw/FMA/selected_30s/015/015769.mp3,600952,594463,2.63,True,downloaded
71801,The Front Yard - HarleyLikesMusic,Electronic,fma_large/071/071801.mp3,data/raw/FMA/selected_30s/071/071801.mp3,1202232,1200305,2.9,True,downloaded
131178,The Monster Mash/Ya Look Fantastic - The Crypts!,Rock,fma_large/131/131178.mp3,data/raw/FMA/selected_30s/131/131178.mp3,1201331,1178338,2.86,True,downloaded
127297,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",Pop,fma_large/127/127297.mp3,data/raw/FMA/selected_30s/127/127297.mp3,1074157,1073680,2.86,True,downloaded
113027,The Queen - Malaventura,Pop,fma_large/113/113027.mp3,data/raw/FMA/selected_30s/113/113027.mp3,736974,733792,2.6,True,downloaded
91159,The Race Forever - Monroeville Music Center,Pop,fma_large/091/091159.mp3,data/raw/FMA/selected_30s/091/091159.mp3,1202084,888106,2.88,True,downloaded
91161,The Reality Machine - Monroeville Music Center,Pop,fma_large/091/091161.mp3,data/raw/FMA/selected_30s/091/091161.mp3,1202268,887027,2.64,True,downloaded
22481,The Sandman - Ergo Phizmiz,Pop,fma_large/022/022481.mp3,data/raw/FMA/selected_30s/022/022481.mp3,1201117,938232,3.31,True,downloaded
141617,The Secret Garden - Barbarix,Electronic,fma_large/141/141617.mp3,data/raw/FMA/selected_30s/141/141617.mp3,1202376,967888,2.81,True,downloaded
71807,The Stairway - WarpToken,Electronic,fma_large/071/071807.mp3,data/raw/FMA/selected_30s/071/071807.mp3,1201168,1195835,2.99,True,downloaded
28752,The girl just faded - Los Llamarada,Rock,fma_large/028/028752.mp3,data/raw/FMA/selected_30s/028/028752.mp3,600855,587745,2.79,True,downloaded
113023,The plot - Malaventura,Pop,fma_large/113/113023.mp3,data/raw/FMA/selected_30s/113/113023.mp3,774677,772264,2.61,True,downloaded
117282,Three Bird - My brother Daniel,Electronic,fma_large/117/117282.mp3,data/raw/FMA/selected_30s/117/117282.mp3,1200181,1174639,2.87,True,downloaded
97023,Time Is Love - Silence is full of birds,Pop,fma_large/097/097023.mp3,data/raw/FMA/selected_30s/097/097023.mp3,1201248,1101438,2.86,True,downloaded
89816,Time Up - ENDRUDARK,Electronic,fma_large/089/089816.mp3,data/raw/FMA/selected_30s/089/089816.mp3,1201208,1184267,2.89,True,downloaded
52650,Timen Passing By - Jason Shaw,Electronic,fma_large/052/052650.mp3,data/raw/FMA/selected_30s/052/052650.mp3,601433,560510,2.5,True,downloaded
143126,Topam - Twin Heads,Electronic,fma_large/143/143126.mp3,data/raw/FMA/selected_30s/143/143126.mp3,999801,997767,2.96,True,downloaded
3836,Track 04 - Lightning Bolt,Rock,fma_large/003/003836.mp3,data/raw/FMA/selected_30s/003/003836.mp3,961592,959622,2.8,True,downloaded
147709,Transmit - Lamprey,Rock,fma_large/147/147709.mp3,data/raw/FMA/selected_30s/147/147709.mp3,1060258,1060202,2.91,True,downloaded
113018,Troubles I've seen - Malaventura,Pop,fma_large/113/113018.mp3,data/raw/FMA/selected_30s/113/113018.mp3,732834,730395,2.54,True,downloaded
143059,Ugh! Humans Can Join - Mystery Mammal,Electronic,fma_large/143/143059.mp3,data/raw/FMA/selected_30s/143/143059.mp3,961130,903424,2.82,True,downloaded
107613,Ugly - Vienna Ditto,Electronic,fma_large/107/107613.mp3,data/raw/FMA/selected_30s/107/107613.mp3,925064,924220,2.88,True,downloaded
60833,Understand That This Is A Dream - From the album Modulating Coil [RSVP008] - Forrest James,Electronic,fma_large/060/060833.mp3,data/raw/FMA/selected_30s/060/060833.mp3,1201408,1180637,3.72,True,downloaded
39607,Unexpected Little Happenings - UltraCat,Electronic,fma_large/039/039607.mp3,data/raw/FMA/selected_30s/039/039607.mp3,1199797,1092101,2.83,True,downloaded
140149,Untitled - Fatal Injection,Rock,fma_large/140/140149.mp3,data/raw/FMA/selected_30s/140/140149.mp3,1202200,1201586,2.8,True,downloaded
52628,Vanishing Horizon - Jason Shaw,Electronic,fma_large/052/052628.mp3,data/raw/FMA/selected_30s/052/052628.mp3,480856,477391,2.62,True,downloaded
72070,Variations - Decktonic,Electronic,fma_large/072/072070.mp3,data/raw/FMA/selected_30s/072/072070.mp3,1201241,1181368,2.87,True,downloaded
121769,Versailles - Pierce Murphy,Rock,fma_large/121/121769.mp3,data/raw/FMA/selected_30s/121/121769.mp3,720932,707529,2.55,True,downloaded
126296,Voxel - Andy G. Cohen,Rock,fma_large/126/126296.mp3,data/raw/FMA/selected_30s/126/126296.mp3,772298,764087,2.58,True,downloaded
42770,WET DREAMS - voyageurs,Rock,fma_large/042/042770.mp3,data/raw/FMA/selected_30s/042/042770.mp3,1201126,1196316,2.91,True,downloaded
4389,Wake Up - The Moi Non Plus,Rock,fma_large/004/004389.mp3,data/raw/FMA/selected_30s/004/004389.mp3,960709,957661,2.8,True,downloaded
86634,We Are Canucks - David Blair,Pop,fma_large/086/086634.mp3,data/raw/FMA/selected_30s/086/086634.mp3,1116907,1116323,2.9,True,downloaded
5149,We Misplaced A Cobra In the Uninhabitable Mansions - Uninhabitable Mansions,Rock,fma_large/005/005149.mp3,data/raw/FMA/selected_30s/005/005149.mp3,960929,959899,2.8,True,downloaded
3984,We Move in Waves - Modey Lemon,Rock,fma_large/003/003984.mp3,data/raw/FMA/selected_30s/003/003984.mp3,961160,914303,2.89,True,downloaded
118921,Westside Chillers - Little Glass Men,Electronic,fma_large/118/118921.mp3,data/raw/FMA/selected_30s/118/118921.mp3,721475,708891,2.5,True,downloaded
4701,When I Was Taller - Dan Deacon,Electronic,fma_large/004/004701.mp3,data/raw/FMA/selected_30s/004/004701.mp3,721577,712700,2.48,True,downloaded
33595,When Will We Ever Learn - Ontayso,Electronic,fma_large/033/033595.mp3,data/raw/FMA/selected_30s/033/033595.mp3,961145,941963,2.92,True,downloaded
4384,Where Is Everything - The Moi Non Plus,Rock,fma_large/004/004384.mp3,data/raw/FMA/selected_30s/004/004384.mp3,961557,958645,2.81,True,downloaded
3936,Who Loves You Dear - Mink Lungs,Rock,fma_large/003/003936.mp3,data/raw/FMA/selected_30s/003/003936.mp3,960842,959724,3.06,True,downloaded
113529,Windows of the Skull (Alternate Version) - Sarin,Rock,fma_large/113/113529.mp3,data/raw/FMA/selected_30s/113/113529.mp3,563976,544772,2.53,True,downloaded
113524,Windows of the Skull - Sarin,Rock,fma_large/113/113524.mp3,data/raw/FMA/selected_30s/113/113524.mp3,1074783,1069307,2.8,True,downloaded
6777,Wir Werden Gott - Japanische Kampfhorspiele,Rock,fma_large/006/006777.mp3,data/raw/FMA/selected_30s/006/006777.mp3,960897,959041,2.84,True,downloaded
127299,"With the Summer - Oh Yeah, the Future",Pop,fma_large/127/127299.mp3,data/raw/FMA/selected_30s/127/127299.mp3,1034627,1034140,3.12,True,downloaded
149711,Ynkelig - Die Morgendammerung Des Valhalla,Rock,fma_large/149/149711.mp3,data/raw/FMA/selected_30s/149/149711.mp3,1202253,1171996,2.8,True,downloaded
63082,Yoko live at FoEG - Emma Acs,Pop,fma_large/063/063082.mp3,data/raw/FMA/selected_30s/063/063082.mp3,1201253,1183583,2.9,True,downloaded
91163,You Are A Monster - Monroeville Music Center,Pop,fma_large/091/091163.mp3,data/raw/FMA/selected_30s/091/091163.mp3,1201041,880454,2.56,True,downloaded
130137,Yurtology - Michett,Electronic,fma_large/130/130137.mp3,data/raw/FMA/selected_30s/130/130137.mp3,1201215,1171919,2.86,True,downloaded
72073,Z-Saber (feat Jake Allison) - Decktonic,Electronic,fma_large/072/072073.mp3,data/raw/FMA/selected_30s/072/072073.mp3,1201274,1188226,2.86,True,downloaded
21999,danse macabre - Katapulto,Pop,fma_large/021/021999.mp3,data/raw/FMA/selected_30s/021/021999.mp3,960888,953147,3.28,True,downloaded
21996,gospellioza - Katapulto,Pop,fma_large/021/021996.mp3,data/raw/FMA/selected_30s/021/021996.mp3,960883,954506,3.39,True,downloaded
21998,karaoke megablast - Katapulto,Pop,fma_large/021/021998.mp3,data/raw/FMA/selected_30s/021/021998.mp3,961735,956166,3.49,True,downloaded
22000,kolorowe wody - Katapulto,Pop,fma_large/022/022000.mp3,data/raw/FMA/selected_30s/022/022000.mp3,960887,956314,3.16,True,downloaded
26231,mc trabalenguas - Volumina,Pop,fma_large/026/026231.mp3,data/raw/FMA/selected_30s/026/026231.mp3,961047,875806,3.17,True,downloaded
40485,mystery team 2090 - Jesse Futerman,Electronic,fma_large/040/040485.mp3,data/raw/FMA/selected_30s/040/040485.mp3,1201225,1108441,3.02,True,downloaded
22001,philcollins takes your hand - Katapulto,Pop,fma_large/022/022001.mp3,data/raw/FMA/selected_30s/022/022001.mp3,841592,829935,2.57,True,downloaded
21997,purity & danger - Katapulto,Pop,fma_large/021/021997.mp3,data/raw/FMA/selected_30s/021/021997.mp3,960892,953940,2.89,True,downloaded
114545,shmoove - epsilon not,Electronic,fma_large/114/114545.mp3,data/raw/FMA/selected_30s/114/114545.mp3,1201578,1108881,3.07,True,downloaded
12121,some dextromethorphan - Jeva,Electronic,fma_large/012/012121.mp3,data/raw/FMA/selected_30s/012/012121.mp3,960088,901412,3.27,True,downloaded
21995,zero rhythm dollar boy - Katapulto,Pop,fma_large/021/021995.mp3,data/raw/FMA/selected_30s/021/021995.mp3,960906,952497,3.09,True,downloaded
102183,В Наших Сердцах - Чокнутый Пропеллер,Rock,fma_large/102/102183.mp3,data/raw/FMA/selected_30s/102/102183.mp3,1202377,1055751,3.39,True,downloaded
98077,Глазами Детей - Чокнутый Пропеллер,Rock,fma_large/098/098077.mp3,data/raw/FMA/selected_30s/098/098077.mp3,1202446,1112531,3.15,True,downloaded
102188,Кортни Лав - Чокнутый Пропеллер,Rock,fma_large/102/102188.mp3,data/raw/FMA/selected_30s/102/102188.mp3,1201317,1045461,3.07,True,downloaded
102179,Новый Нью-Йорк 2 - Чокнутый Пропеллер,Rock,fma_large/102/102179.mp3,data/raw/FMA/selected_30s/102/102179.mp3,1202378,1053496,3.29,True,downloaded
