original_audio,generator,track_sample_id,genre,split
Improvisation - Broken Chord,musicgen,sample_03257,Electronic,train
Improvisation - Broken Chord,producer,sample_01646,Electronic,train
Improvisation - Broken Chord,songgen,sample_01819,Electronic,train
Improvisation - Broken Chord,stableaudio,sample_02686,Electronic,train
Improvisation - Broken Chord,suno,sample_02107,Electronic,train
Improvisation - Broken Chord,udio,sample_02407,Electronic,train
Infinite Light - Pipe Choir,acestep,sample_00389,Rock,train
Infinite Light - Pipe Choir,audioldm,sample_00801,Rock,train
Infinite Light - Pipe Choir,brev,sample_01106,Rock,train
Infinite Light - Pipe Choir,diffrhythm,sample_01410,Rock,train
Infinite Light - Pipe Choir,elevenlabs,sample_02955,Rock,train
Infinite Light - Pipe Choir,mubert,sample_01580,Rock,train
Infinite Light - Pipe Choir,musicgen,sample_03258,Rock,train
Infinite Light - Pipe Choir,producer,sample_01742,Rock,train
Infinite Light - Pipe Choir,songgen,sample_02002,Rock,train
Infinite Light - Pipe Choir,stableaudio,sample_02811,Rock,train
Infinite Light - Pipe Choir,suno,sample_02297,Rock,train
Infinite Light - Pipe Choir,udio,sample_02597,Rock,train
Introduction beats - Itsensäsyöjät,acestep,sample_00391,Electronic,train
Introduction beats - Itsensäsyöjät,audioldm,sample_00648,Electronic,train
Introduction beats - Itsensäsyöjät,brev,sample_00918,Electronic,train
Introduction beats - Itsensäsyöjät,diffrhythm,sample_01221,Electronic,train
Introduction beats - Itsensäsyöjät,elevenlabs,sample_02957,Electronic,train
Introduction beats - Itsensäsyöjät,mubert,sample_01518,Electronic,train
Introduction beats - Itsensäsyöjät,musicgen,sample_03260,Electronic,train
Introduction beats - Itsensäsyöjät,producer,sample_01647,Electronic,train
Introduction beats - Itsensäsyöjät,songgen,sample_01820,Electronic,train
Introduction beats - Itsensäsyöjät,stableaudio,sample_02687,Electronic,train
Introduction beats - Itsensäsyöjät,suno,sample_02109,Electronic,train
Introduction beats - Itsensäsyöjät,udio,sample_02409,Electronic,train
Invaders From Within - Monroeville Music Center,acestep,sample_00392,Pop,train
Invaders From Within - Monroeville Music Center,audioldm,sample_00703,Pop,train
Invaders From Within - Monroeville Music Center,brev,sample_01006,Pop,train
Invaders From Within - Monroeville Music Center,diffrhythm,sample_01309,Pop,train
Invaders From Within - Monroeville Music Center,elevenlabs,sample_02959,Pop,train
Invaders From Within - Monroeville Music Center,mubert,sample_01573,Pop,train
Invaders From Within - Monroeville Music Center,musicgen,sample_03261,Pop,train
Invaders From Within - Monroeville Music Center,producer,sample_01691,Pop,train
Invaders From Within - Monroeville Music Center,songgen,sample_01909,Pop,train
Invaders From Within - Monroeville Music Center,stableaudio,sample_02730,Pop,train
Invaders From Within - Monroeville Music Center,suno,sample_02197,Pop,train
Invaders From Within - Monroeville Music Center,udio,sample_02497,Pop,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,acestep,sample_00403,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,audioldm,sample_00656,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,brev,sample_00920,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,diffrhythm,sample_01224,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,elevenlabs,sample_02961,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,mubert,sample_01487,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,musicgen,sample_03272,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,producer,sample_01648,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,songgen,sample_01823,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,stableaudio,sample_02688,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,suno,sample_02111,Electronic,train
Jangus (inspired by ToeJam and Earl) - UncleBibby,udio,sample_02411,Electronic,train
John the Baby - Ergo Phizmiz,acestep,sample_00405,Pop,train
John the Baby - Ergo Phizmiz,audioldm,sample_00718,Pop,train
John the Baby - Ergo Phizmiz,brev,sample_01008,Pop,train
John the Baby - Ergo Phizmiz,diffrhythm,sample_01311,Pop,train
John the Baby - Ergo Phizmiz,elevenlabs,sample_02963,Pop,train
John the Baby - Ergo Phizmiz,mubert,sample_01558,Pop,train
John the Baby - Ergo Phizmiz,musicgen,sample_03274,Pop,train
John the Baby - Ergo Phizmiz,producer,sample_01692,Pop,train
John the Baby - Ergo Phizmiz,songgen,sample_01911,Pop,train
John the Baby - Ergo Phizmiz,stableaudio,sample_02732,Pop,train
John the Baby - Ergo Phizmiz,suno,sample_02199,Pop,train
John the Baby - Ergo Phizmiz,udio,sample_02499,Pop,train
KOMFORT - voyageurs,acestep,sample_00412,Rock,train
KOMFORT - voyageurs,audioldm,sample_00779,Rock,train
KOMFORT - voyageurs,brev,sample_01112,Rock,train
KOMFORT - voyageurs,diffrhythm,sample_01420,Rock,train
KOMFORT - voyageurs,elevenlabs,sample_02967,Rock,train
KOMFORT - voyageurs,mubert,sample_01627,Rock,train
KOMFORT - voyageurs,musicgen,sample_03281,Rock,train
KOMFORT - voyageurs,producer,sample_01745,Rock,train
KOMFORT - voyageurs,songgen,sample_02012,Rock,train
KOMFORT - voyageurs,stableaudio,sample_02818,Rock,train
KOMFORT - voyageurs,suno,sample_02303,Rock,train
KOMFORT - voyageurs,udio,sample_02603,Rock,train
Kissing Scars - Caleb Lemond,acestep,sample_00409,Pop,train
Kissing Scars - Caleb Lemond,audioldm,sample_00725,Pop,train
Kissing Scars - Caleb Lemond,brev,sample_01010,Pop,train
Kissing Scars - Caleb Lemond,diffrhythm,sample_01313,Pop,train
Kissing Scars - Caleb Lemond,elevenlabs,sample_02969,Pop,train
Kissing Scars - Caleb Lemond,mubert,sample_01541,Pop,train
Kissing Scars - Caleb Lemond,musicgen,sample_03278,Pop,train
Kissing Scars - Caleb Lemond,producer,sample_01693,Pop,train
Kissing Scars - Caleb Lemond,songgen,sample_01913,Pop,train
Kissing Scars - Caleb Lemond,stableaudio,sample_02734,Pop,train
Kissing Scars - Caleb Lemond,suno,sample_02201,Pop,train
Kissing Scars - Caleb Lemond,udio,sample_02501,Pop,train
LIQUID SKULLS - voyageurs,acestep,sample_00426,Rock,test
LIQUID SKULLS - voyageurs,audioldm,sample_00798,Rock,test
LIQUID SKULLS - voyageurs,brev,sample_01114,Rock,test
LIQUID SKULLS - voyageurs,diffrhythm,sample_01426,Rock,test
LIQUID SKULLS - voyageurs,elevenlabs,sample_02971,Rock,test
LIQUID SKULLS - voyageurs,mubert,sample_01626,Rock,test
LIQUID SKULLS - voyageurs,musicgen,sample_03295,Rock,test
LIQUID SKULLS - voyageurs,producer,sample_01746,Rock,test
LIQUID SKULLS - voyageurs,songgen,sample_02018,Rock,test
LIQUID SKULLS - voyageurs,stableaudio,sample_02822,Rock,test
LIQUID SKULLS - voyageurs,suno,sample_02305,Rock,test
LIQUID SKULLS - voyageurs,udio,sample_02605,Rock,test
Lost Paradise - Autumn Interlude,acestep,sample_00429,Rock,train
Lost Paradise - Autumn Interlude,audioldm,sample_00772,Rock,train
Lost Paradise - Autumn Interlude,brev,sample_01116,Rock,train
Lost Paradise - Autumn Interlude,diffrhythm,sample_01427,Rock,train
Lost Paradise - Autumn Interlude,elevenlabs,sample_02975,Rock,train
Lost Paradise - Autumn Interlude,mubert,sample_01579,Rock,train
Lost Paradise - Autumn Interlude,musicgen,sample_03298,Rock,train
Lost Paradise - Autumn Interlude,producer,sample_01747,Rock,train
Lost Paradise - Autumn Interlude,songgen,sample_02019,Rock,train
Lost Paradise - Autumn Interlude,stableaudio,sample_02823,Rock,train
Lost Paradise - Autumn Interlude,suno,sample_02307,Rock,train
Lost Paradise - Autumn Interlude,udio,sample_02607,Rock,train
Love Dream - The Zombie Dandies,acestep,sample_00432,Rock,test
Love Dream - The Zombie Dandies,audioldm,sample_00787,Rock,test
Love Dream - The Zombie Dandies,brev,sample_01118,Rock,test
Love Dream - The Zombie Dandies,diffrhythm,sample_01428,Rock,test
Love Dream - The Zombie Dandies,elevenlabs,sample_02977,Rock,test
Love Dream - The Zombie Dandies,mubert,sample_01614,Rock,test
Love Dream - The Zombie Dandies,musicgen,sample_03301,Rock,test
Love Dream - The Zombie Dandies,producer,sample_01748,Rock,test
Love Dream - The Zombie Dandies,songgen,sample_02020,Rock,test
Love Dream - The Zombie Dandies,stableaudio,sample_02824,Rock,test
Love Dream - The Zombie Dandies,suno,sample_02309,Rock,test
Love Dream - The Zombie Dandies,udio,sample_02609,Rock,test
Mandrill - Ergo Phizmiz,acestep,sample_00434,Pop,train
Mandrill - Ergo Phizmiz,audioldm,sample_00727,Pop,train
Mandrill - Ergo Phizmiz,brev,sample_01018,Pop,train
Mandrill - Ergo Phizmiz,diffrhythm,sample_01319,Pop,train
Mandrill - Ergo Phizmiz,elevenlabs,sample_02981,Pop,train
Mandrill - Ergo Phizmiz,mubert,sample_01554,Pop,train
Mandrill - Ergo Phizmiz,musicgen,sample_03303,Pop,train
Mandrill - Ergo Phizmiz,producer,sample_01697,Pop,train
Mandrill - Ergo Phizmiz,songgen,sample_01918,Pop,train
Mandrill - Ergo Phizmiz,stableaudio,sample_02738,Pop,train
Mandrill - Ergo Phizmiz,suno,sample_02209,Pop,train
Mandrill - Ergo Phizmiz,udio,sample_02509,Pop,train
March of the GPA Mechanics - [t]ghost,acestep,sample_00435,Rock,val
March of the GPA Mechanics - [t]ghost,audioldm,sample_00807,Rock,val
March of the GPA Mechanics - [t]ghost,brev,sample_01120,Rock,val
March of the GPA Mechanics - [t]ghost,diffrhythm,sample_01429,Rock,val
March of the GPA Mechanics - [t]ghost,elevenlabs,sample_02983,Rock,val
March of the GPA Mechanics - [t]ghost,mubert,sample_01607,Rock,val
March of the GPA Mechanics - [t]ghost,musicgen,sample_03304,Rock,val
March of the GPA Mechanics - [t]ghost,producer,sample_01749,Rock,val
March of the GPA Mechanics - [t]ghost,songgen,sample_02021,Rock,val
March of the GPA Mechanics - [t]ghost,stableaudio,sample_02825,Rock,val
March of the GPA Mechanics - [t]ghost,suno,sample_02311,Rock,val
March of the GPA Mechanics - [t]ghost,udio,sample_02611,Rock,val
Mettle - Pipe Choir,acestep,sample_00437,Rock,train
Mettle - Pipe Choir,audioldm,sample_00791,Rock,train
Mettle - Pipe Choir,brev,sample_01122,Rock,train
Mettle - Pipe Choir,diffrhythm,sample_01430,Rock,train
Mettle - Pipe Choir,elevenlabs,sample_02985,Rock,train
Mettle - Pipe Choir,mubert,sample_01621,Rock,train
Mettle - Pipe Choir,musicgen,sample_03306,Rock,train
Mettle - Pipe Choir,producer,sample_01750,Rock,train
Mettle - Pipe Choir,songgen,sample_02022,Rock,train
Mettle - Pipe Choir,stableaudio,sample_02826,Rock,train
Mettle - Pipe Choir,suno,sample_02313,Rock,train
Mettle - Pipe Choir,udio,sample_02613,Rock,train
Millitary Industrial Complex - Punk Rock Opera,acestep,sample_00438,Rock,train
Millitary Industrial Complex - Punk Rock Opera,audioldm,sample_00799,Rock,train
Millitary Industrial Complex - Punk Rock Opera,brev,sample_01124,Rock,train
Millitary Industrial Complex - Punk Rock Opera,diffrhythm,sample_01431,Rock,train
Millitary Industrial Complex - Punk Rock Opera,elevenlabs,sample_02987,Rock,train
Millitary Industrial Complex - Punk Rock Opera,mubert,sample_01599,Rock,train
Millitary Industrial Complex - Punk Rock Opera,musicgen,sample_03307,Rock,train
Millitary Industrial Complex - Punk Rock Opera,producer,sample_01751,Rock,train
Millitary Industrial Complex - Punk Rock Opera,songgen,sample_02023,Rock,train
Millitary Industrial Complex - Punk Rock Opera,stableaudio,sample_02827,Rock,train
Millitary Industrial Complex - Punk Rock Opera,suno,sample_02315,Rock,train
Millitary Industrial Complex - Punk Rock Opera,udio,sample_02615,Rock,train
Monkeystage - Ergo Phizmiz,acestep,sample_00440,Pop,train
Monkeystage - Ergo Phizmiz,audioldm,sample_00721,Pop,train
Monkeystage - Ergo Phizmiz,brev,sample_01022,Pop,train
Monkeystage - Ergo Phizmiz,diffrhythm,sample_01321,Pop,train
Monkeystage - Ergo Phizmiz,elevenlabs,sample_02989,Pop,train
Monkeystage - Ergo Phizmiz,mubert,sample_01560,Pop,train
Monkeystage - Ergo Phizmiz,musicgen,sample_03309,Pop,train
Monkeystage - Ergo Phizmiz,producer,sample_01699,Pop,train
Monkeystage - Ergo Phizmiz,songgen,sample_01920,Pop,train
Monkeystage - Ergo Phizmiz,stableaudio,sample_02740,Pop,train
Monkeystage - Ergo Phizmiz,suno,sample_02213,Pop,train
Monkeystage - Ergo Phizmiz,udio,sample_02513,Pop,train
Motocross Mania - Monroeville Music Center,acestep,sample_00444,Pop,test
Motocross Mania - Monroeville Music Center,audioldm,sample_00715,Pop,test
Motocross Mania - Monroeville Music Center,brev,sample_01024,Pop,test
Motocross Mania - Monroeville Music Center,diffrhythm,sample_01322,Pop,test
Motocross Mania - Monroeville Music Center,elevenlabs,sample_02991,Pop,test
Motocross Mania - Monroeville Music Center,mubert,sample_01535,Pop,test
Motocross Mania - Monroeville Music Center,musicgen,sample_03313,Pop,test
Motocross Mania - Monroeville Music Center,producer,sample_01700,Pop,test
Motocross Mania - Monroeville Music Center,songgen,sample_01921,Pop,test
Motocross Mania - Monroeville Music Center,stableaudio,sample_02741,Pop,test
Motocross Mania - Monroeville Music Center,suno,sample_02215,Pop,test
Motocross Mania - Monroeville Music Center,udio,sample_02515,Pop,test
Music For an Underground Circu - Ergo Phizmiz,acestep,sample_00446,Pop,test
Music For an Underground Circu - Ergo Phizmiz,audioldm,sample_00712,Pop,test
Music For an Underground Circu - Ergo Phizmiz,brev,sample_01026,Pop,test
Music For an Underground Circu - Ergo Phizmiz,diffrhythm,sample_01323,Pop,test
Music For an Underground Circu - Ergo Phizmiz,elevenlabs,sample_02995,Pop,test
Music For an Underground Circu - Ergo Phizmiz,mubert,sample_01559,Pop,test
Music For an Underground Circu - Ergo Phizmiz,musicgen,sample_03315,Pop,test
Music For an Underground Circu - Ergo Phizmiz,producer,sample_01701,Pop,test
Music For an Underground Circu - Ergo Phizmiz,songgen,sample_01922,Pop,test
Music For an Underground Circu - Ergo Phizmiz,stableaudio,sample_02742,Pop,test
Music For an Underground Circu - Ergo Phizmiz,suno,sample_02217,Pop,test
Music For an Underground Circu - Ergo Phizmiz,udio,sample_02517,Pop,test
Nature Is Over / Defined - Bird Names,acestep,sample_00450,Pop,train
Nature Is Over / Defined - Bird Names,audioldm,sample_00742,Pop,train
Nature Is Over / Defined - Bird Names,brev,sample_01028,Pop,train
Nature Is Over / Defined - Bird Names,diffrhythm,sample_01326,Pop,train
Nature Is Over / Defined - Bird Names,elevenlabs,sample_02997,Pop,train
Nature Is Over / Defined - Bird Names,mubert,sample_01567,Pop,train
Nature Is Over / Defined - Bird Names,musicgen,sample_03319,Pop,train
Nature Is Over / Defined - Bird Names,producer,sample_01703,Pop,train
Nature Is Over / Defined - Bird Names,songgen,sample_01924,Pop,train
Nature Is Over / Defined - Bird Names,stableaudio,sample_02744,Pop,train
Nature Is Over / Defined - Bird Names,suno,sample_02219,Pop,train
Nature Is Over / Defined - Bird Names,udio,sample_02519,Pop,train
New Life (take 1) - Bird Names,acestep,sample_00452,Pop,val
New Life (take 1) - Bird Names,audioldm,sample_00749,Pop,val
New Life (take 1) - Bird Names,brev,sample_01030,Pop,val
New Life (take 1) - Bird Names,diffrhythm,sample_01329,Pop,val
New Life (take 1) - Bird Names,elevenlabs,sample_02999,Pop,val
New Life (take 1) - Bird Names,mubert,sample_01565,Pop,val
New Life (take 1) - Bird Names,musicgen,sample_03321,Pop,val
New Life (take 1) - Bird Names,producer,sample_01704,Pop,val
New Life (take 1) - Bird Names,songgen,sample_01926,Pop,val
New Life (take 1) - Bird Names,stableaudio,sample_02745,Pop,val
New Life (take 1) - Bird Names,suno,sample_02221,Pop,val
New Life (take 1) - Bird Names,udio,sample_02521,Pop,val
Night Drive - Decktonic,acestep,sample_00454,Electronic,val
Night Drive - Decktonic,audioldm,sample_00610,Electronic,val
Night Drive - Decktonic,brev,sample_00924,Electronic,val
Night Drive - Decktonic,diffrhythm,sample_01239,Electronic,val
Night Drive - Decktonic,elevenlabs,sample_03001,Electronic,val
Night Drive - Decktonic,mubert,sample_01488,Electronic,val
Night Drive - Decktonic,musicgen,sample_03323,Electronic,val
Night Drive - Decktonic,producer,sample_01650,Electronic,val
Night Drive - Decktonic,songgen,sample_01838,Electronic,val
Night Drive - Decktonic,stableaudio,sample_02690,Electronic,val
Night Drive - Decktonic,suno,sample_02115,Electronic,val
Night Drive - Decktonic,udio,sample_02415,Electronic,val
Night Owl - Broke For Free,acestep,sample_00455,Electronic,test
Night Owl - Broke For Free,audioldm,sample_00654,Electronic,test
Night Owl - Broke For Free,brev,sample_00926,Electronic,test
Night Owl - Broke For Free,diffrhythm,sample_01240,Electronic,test
Night Owl - Broke For Free,elevenlabs,sample_03003,Electronic,test
Night Owl - Broke For Free,mubert,sample_01481,Electronic,test
Night Owl - Broke For Free,musicgen,sample_03324,Electronic,test
Night Owl - Broke For Free,producer,sample_01651,Electronic,test
Night Owl - Broke For Free,songgen,sample_01839,Electronic,test
Night Owl - Broke For Free,stableaudio,sample_02691,Electronic,test
Night Owl - Broke For Free,suno,sample_02117,Electronic,test
Night Owl - Broke For Free,udio,sample_02417,Electronic,test
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,acestep,sample_00456,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,audioldm,sample_00650,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,brev,sample_00928,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,diffrhythm,sample_01241,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,elevenlabs,sample_03005,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,mubert,sample_01520,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,musicgen,sample_03325,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,producer,sample_01652,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,songgen,sample_01840,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,stableaudio,sample_02692,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,suno,sample_02119,Electronic,train
Noam Chomsky's Corporate Carbohydrate Surprise - Quelle Fromage,udio,sample_02419,Electronic,train
Norweigian Wood II - Bird Names,acestep,sample_00457,Pop,val
Norweigian Wood II - Bird Names,audioldm,sample_00732,Pop,val
Norweigian Wood II - Bird Names,brev,sample_01032,Pop,val
Norweigian Wood II - Bird Names,diffrhythm,sample_01331,Pop,val
Norweigian Wood II - Bird Names,elevenlabs,sample_03007,Pop,val
Norweigian Wood II - Bird Names,mubert,sample_01564,Pop,val
Norweigian Wood II - Bird Names,musicgen,sample_03326,Pop,val
Norweigian Wood II - Bird Names,producer,sample_01705,Pop,val
Norweigian Wood II - Bird Names,songgen,sample_01927,Pop,val
Norweigian Wood II - Bird Names,stableaudio,sample_02746,Pop,val
Norweigian Wood II - Bird Names,suno,sample_02223,Pop,val
Norweigian Wood II - Bird Names,udio,sample_02523,Pop,val
Nose - DUSTdevils,acestep,sample_00458,Rock,train
Nose - DUSTdevils,audioldm,sample_00806,Rock,train
Nose - DUSTdevils,brev,sample_01130,Rock,train
Nose - DUSTdevils,diffrhythm,sample_01438,Rock,train
Nose - DUSTdevils,elevenlabs,sample_03009,Rock,train
Nose - DUSTdevils,mubert,sample_01617,Rock,train
Nose - DUSTdevils,musicgen,sample_03327,Rock,train
Nose - DUSTdevils,producer,sample_01754,Rock,train
Nose - DUSTdevils,songgen,sample_02030,Rock,train
Nose - DUSTdevils,stableaudio,sample_02830,Rock,train
Nose - DUSTdevils,suno,sample_02321,Rock,train
Nose - DUSTdevils,udio,sample_02621,Rock,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,acestep,sample_00467,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,audioldm,sample_00628,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,brev,sample_00938,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,diffrhythm,sample_01247,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,elevenlabs,sample_03013,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,mubert,sample_01522,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,musicgen,sample_03336,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,producer,sample_01657,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,songgen,sample_01846,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,stableaudio,sample_02696,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,suno,sample_02129,Electronic,train
OOOTHERSIDE - Liquid Paper - Mike B. Fort,udio,sample_02429,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,acestep,sample_00468,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,audioldm,sample_00607,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,brev,sample_00940,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,diffrhythm,sample_01248,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,elevenlabs,sample_03015,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,mubert,sample_01523,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,musicgen,sample_03337,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,producer,sample_01658,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,songgen,sample_01847,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,stableaudio,sample_02697,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,suno,sample_02131,Electronic,train
OOOTHERSIDE - This Time - Mike B. Fort,udio,sample_02431,Electronic,train
OST 04 Ship under attack - sawsquarenoise,acestep,sample_00469,Electronic,train
OST 04 Ship under attack - sawsquarenoise,audioldm,sample_00624,Electronic,train
OST 04 Ship under attack - sawsquarenoise,brev,sample_00942,Electronic,train
OST 04 Ship under attack - sawsquarenoise,diffrhythm,sample_01249,Electronic,train
OST 04 Ship under attack - sawsquarenoise,elevenlabs,sample_03017,Electronic,train
OST 04 Ship under attack - sawsquarenoise,mubert,sample_01486,Electronic,train
OST 04 Ship under attack - sawsquarenoise,musicgen,sample_03338,Electronic,train
OST 04 Ship under attack - sawsquarenoise,producer,sample_01659,Electronic,train
OST 04 Ship under attack - sawsquarenoise,songgen,sample_01848,Electronic,train
OST 04 Ship under attack - sawsquarenoise,stableaudio,sample_02698,Electronic,train
OST 04 Ship under attack - sawsquarenoise,suno,sample_02133,Electronic,train
OST 04 Ship under attack - sawsquarenoise,udio,sample_02433,Electronic,train
Ohtli - Seclorance,acestep,sample_00462,Electronic,train
Ohtli - Seclorance,audioldm,sample_00652,Electronic,train
Ohtli - Seclorance,brev,sample_00932,Electronic,train
Ohtli - Seclorance,diffrhythm,sample_01244,Electronic,train
Ohtli - Seclorance,elevenlabs,sample_03019,Electronic,train
Ohtli - Seclorance,mubert,sample_01496,Electronic,train
Ohtli - Seclorance,musicgen,sample_03331,Electronic,train
Ohtli - Seclorance,producer,sample_01654,Electronic,train
Ohtli - Seclorance,songgen,sample_01843,Electronic,train
Ohtli - Seclorance,stableaudio,sample_02693,Electronic,train
Ohtli - Seclorance,suno,sample_02123,Electronic,train
Ohtli - Seclorance,udio,sample_02423,Electronic,train
Okiirobo Navigation System - Henry Homesweet,acestep,sample_00463,Electronic,train
Okiirobo Navigation System - Henry Homesweet,audioldm,sample_00626,Electronic,train
Okiirobo Navigation System - Henry Homesweet,brev,sample_00934,Electronic,train
Okiirobo Navigation System - Henry Homesweet,diffrhythm,sample_01245,Electronic,train
Okiirobo Navigation System - Henry Homesweet,elevenlabs,sample_03021,Electronic,train
Okiirobo Navigation System - Henry Homesweet,mubert,sample_01517,Electronic,train
Okiirobo Navigation System - Henry Homesweet,musicgen,sample_03332,Electronic,train
Okiirobo Navigation System - Henry Homesweet,producer,sample_01655,Electronic,train
Okiirobo Navigation System - Henry Homesweet,songgen,sample_01844,Electronic,train
Okiirobo Navigation System - Henry Homesweet,stableaudio,sample_02694,Electronic,train
Okiirobo Navigation System - Henry Homesweet,suno,sample_02125,Electronic,train
Okiirobo Navigation System - Henry Homesweet,udio,sample_02425,Electronic,train
On My Mind - Ergo Phizmiz,acestep,sample_00466,Pop,train
On My Mind - Ergo Phizmiz,audioldm,sample_00708,Pop,train
On My Mind - Ergo Phizmiz,brev,sample_01034,Pop,train
On My Mind - Ergo Phizmiz,diffrhythm,sample_01333,Pop,train
On My Mind - Ergo Phizmiz,elevenlabs,sample_03023,Pop,train
On My Mind - Ergo Phizmiz,mubert,sample_01552,Pop,train
On My Mind - Ergo Phizmiz,musicgen,sample_03335,Pop,train
On My Mind - Ergo Phizmiz,producer,sample_01706,Pop,train
On My Mind - Ergo Phizmiz,songgen,sample_01929,Pop,train
On My Mind - Ergo Phizmiz,stableaudio,sample_02748,Pop,train
On My Mind - Ergo Phizmiz,suno,sample_02225,Pop,train
On My Mind - Ergo Phizmiz,udio,sample_02525,Pop,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,acestep,sample_00464,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,audioldm,sample_00792,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,brev,sample_01132,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,diffrhythm,sample_01439,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,elevenlabs,sample_03025,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,mubert,sample_01592,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,musicgen,sample_03333,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,producer,sample_01755,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,songgen,sample_02031,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,stableaudio,sample_02831,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,suno,sample_02323,Rock,train
One Eyed Ghost/This is gonna be a rough show - The Crypts!,udio,sample_02623,Rock,train
Only Instrumental - Broke For Free,acestep,sample_00465,Electronic,train
Only Instrumental - Broke For Free,audioldm,sample_00640,Electronic,train
Only Instrumental - Broke For Free,brev,sample_00936,Electronic,train
Only Instrumental - Broke For Free,diffrhythm,sample_01246,Electronic,train
Only Instrumental - Broke For Free,elevenlabs,sample_03027,Electronic,train
Only Instrumental - Broke For Free,mubert,sample_01480,Electronic,train
Only Instrumental - Broke For Free,musicgen,sample_03334,Electronic,train
Only Instrumental - Broke For Free,producer,sample_01656,Electronic,train
Only Instrumental - Broke For Free,songgen,sample_01845,Electronic,train
Only Instrumental - Broke For Free,stableaudio,sample_02695,Electronic,train
Only Instrumental - Broke For Free,suno,sample_02127,Electronic,train
Only Instrumental - Broke For Free,udio,sample_02427,Electronic,train
Pista Afuera - Epstein,acestep,sample_00473,Electronic,test
Pista Afuera - Epstein,audioldm,sample_00600,Electronic,test
Pista Afuera - Epstein,brev,sample_00946,Electronic,test
Pista Afuera - Epstein,diffrhythm,sample_01251,Electronic,test
Pista Afuera - Epstein,elevenlabs,sample_03031,Electronic,test
Pista Afuera - Epstein,mubert,sample_01511,Electronic,test
Pista Afuera - Epstein,musicgen,sample_03342,Electronic,test
Pista Afuera - Epstein,producer,sample_01661,Electronic,test
