segment_id,track_sample_id,original_audio,label,label_id,genre,generator,split,cache_index
seg_002144,sample_00714,philcollins takes your hand - Katapulto,FAKE,1,Pop,audioldm,train,2144
seg_002145,sample_00715,Motocross Mania - Monroeville Music Center,FAKE,1,Pop,audioldm,test,2145
seg_002146,sample_00715,Motocross Mania - Monroeville Music Center,FAKE,1,Pop,audioldm,test,2146
seg_002147,sample_00715,Motocross Mania - Monroeville Music Center,FAKE,1,Pop,audioldm,test,2147
seg_002148,sample_00716,"Autopsy - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2148
seg_002149,sample_00716,"Autopsy - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2149
seg_002150,sample_00716,"Autopsy - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2150
seg_002151,sample_00717,"Lackadaisical - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2151
seg_002152,sample_00717,"Lackadaisical - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2152
seg_002153,sample_00717,"Lackadaisical - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2153
seg_002154,sample_00718,John the Baby - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2154
seg_002155,sample_00718,John the Baby - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2155
seg_002156,sample_00718,John the Baby - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2156
seg_002157,sample_00719,zero rhythm dollar boy - Katapulto,FAKE,1,Pop,audioldm,train,2157
seg_002158,sample_00719,zero rhythm dollar boy - Katapulto,FAKE,1,Pop,audioldm,train,2158
seg_002159,sample_00719,zero rhythm dollar boy - Katapulto,FAKE,1,Pop,audioldm,train,2159
seg_002160,sample_00720,Celia - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2160
seg_002161,sample_00720,Celia - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2161
seg_002162,sample_00720,Celia - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2162
seg_002163,sample_00721,Monkeystage - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2163
seg_002164,sample_00721,Monkeystage - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2164
seg_002165,sample_00721,Monkeystage - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2165
seg_002166,sample_00722,Shadow Government - Bird Names,FAKE,1,Pop,audioldm,train,2166
seg_002167,sample_00722,Shadow Government - Bird Names,FAKE,1,Pop,audioldm,train,2167
seg_002168,sample_00722,Shadow Government - Bird Names,FAKE,1,Pop,audioldm,train,2168
seg_002169,sample_00723,Troubles I've seen - Malaventura,FAKE,1,Pop,audioldm,test,2169
seg_002170,sample_00723,Troubles I've seen - Malaventura,FAKE,1,Pop,audioldm,test,2170
seg_002171,sample_00723,Troubles I've seen - Malaventura,FAKE,1,Pop,audioldm,test,2171
seg_002172,sample_00724,gospellioza - Katapulto,FAKE,1,Pop,audioldm,train,2172
seg_002173,sample_00724,gospellioza - Katapulto,FAKE,1,Pop,audioldm,train,2173
seg_002174,sample_00724,gospellioza - Katapulto,FAKE,1,Pop,audioldm,train,2174
seg_002175,sample_00725,Kissing Scars - Caleb Lemond,FAKE,1,Pop,audioldm,train,2175
seg_002176,sample_00725,Kissing Scars - Caleb Lemond,FAKE,1,Pop,audioldm,train,2176
seg_002177,sample_00725,Kissing Scars - Caleb Lemond,FAKE,1,Pop,audioldm,train,2177
seg_002178,sample_00726,Yoko live at FoEG - Emma Acs,FAKE,1,Pop,audioldm,train,2178
seg_002179,sample_00726,Yoko live at FoEG - Emma Acs,FAKE,1,Pop,audioldm,train,2179
seg_002180,sample_00726,Yoko live at FoEG - Emma Acs,FAKE,1,Pop,audioldm,train,2180
seg_002181,sample_00727,Mandrill - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2181
seg_002182,sample_00727,Mandrill - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2182
seg_002183,sample_00727,Mandrill - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2183
seg_002184,sample_00728,Evil Cannot Create - Caleb Lemond,FAKE,1,Pop,audioldm,val,2184
seg_002185,sample_00728,Evil Cannot Create - Caleb Lemond,FAKE,1,Pop,audioldm,val,2185
seg_002186,sample_00728,Evil Cannot Create - Caleb Lemond,FAKE,1,Pop,audioldm,val,2186
seg_002187,sample_00729,Spanish BEEEYYAAACHHH - Malaventura,FAKE,1,Pop,audioldm,train,2187
seg_002188,sample_00729,Spanish BEEEYYAAACHHH - Malaventura,FAKE,1,Pop,audioldm,train,2188
seg_002189,sample_00729,Spanish BEEEYYAAACHHH - Malaventura,FAKE,1,Pop,audioldm,train,2189
seg_002190,sample_00730,Different Day - First,FAKE,1,Pop,audioldm,test,2190
seg_002191,sample_00730,Different Day - First,FAKE,1,Pop,audioldm,test,2191
seg_002192,sample_00730,Different Day - First,FAKE,1,Pop,audioldm,test,2192
seg_002193,sample_00731,danse macabre - Katapulto,FAKE,1,Pop,audioldm,train,2193
seg_002194,sample_00731,danse macabre - Katapulto,FAKE,1,Pop,audioldm,train,2194
seg_002195,sample_00731,danse macabre - Katapulto,FAKE,1,Pop,audioldm,train,2195
seg_002196,sample_00732,Norweigian Wood II - Bird Names,FAKE,1,Pop,audioldm,val,2196
seg_002197,sample_00732,Norweigian Wood II - Bird Names,FAKE,1,Pop,audioldm,val,2197
seg_002198,sample_00732,Norweigian Wood II - Bird Names,FAKE,1,Pop,audioldm,val,2198
seg_002199,sample_00733,Food and War - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2199
seg_002200,sample_00733,Food and War - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2200
seg_002201,sample_00733,Food and War - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2201
seg_002202,sample_00734,kolorowe wody - Katapulto,FAKE,1,Pop,audioldm,train,2202
seg_002203,sample_00734,kolorowe wody - Katapulto,FAKE,1,Pop,audioldm,train,2203
seg_002204,sample_00734,kolorowe wody - Katapulto,FAKE,1,Pop,audioldm,train,2204
seg_002205,sample_00735,mc trabalenguas - Volumina,FAKE,1,Pop,audioldm,train,2205
seg_002206,sample_00735,mc trabalenguas - Volumina,FAKE,1,Pop,audioldm,train,2206
seg_002207,sample_00735,mc trabalenguas - Volumina,FAKE,1,Pop,audioldm,train,2207
seg_002208,sample_00736,"New Brave Face - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2208
seg_002209,sample_00736,"New Brave Face - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2209
seg_002210,sample_00736,"New Brave Face - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2210
seg_002211,sample_00737,We Are Canucks - David Blair,FAKE,1,Pop,audioldm,train,2211
seg_002212,sample_00737,We Are Canucks - David Blair,FAKE,1,Pop,audioldm,train,2212
seg_002213,sample_00737,We Are Canucks - David Blair,FAKE,1,Pop,audioldm,train,2213
seg_002214,sample_00738,Roller Star - Monroeville Music Center,FAKE,1,Pop,audioldm,val,2214
seg_002215,sample_00738,Roller Star - Monroeville Music Center,FAKE,1,Pop,audioldm,val,2215
seg_002216,sample_00738,Roller Star - Monroeville Music Center,FAKE,1,Pop,audioldm,val,2216
seg_002217,sample_00739,I Think From Now On - Caleb Lemond,FAKE,1,Pop,audioldm,train,2217
seg_002218,sample_00739,I Think From Now On - Caleb Lemond,FAKE,1,Pop,audioldm,train,2218
seg_002219,sample_00739,I Think From Now On - Caleb Lemond,FAKE,1,Pop,audioldm,train,2219
seg_002220,sample_00740,The plot - Malaventura,FAKE,1,Pop,audioldm,train,2220
seg_002221,sample_00740,The plot - Malaventura,FAKE,1,Pop,audioldm,train,2221
seg_002222,sample_00740,The plot - Malaventura,FAKE,1,Pop,audioldm,train,2222
seg_002223,sample_00741,The Coldest Winter - Caleb Lemond,FAKE,1,Pop,audioldm,train,2223
seg_002224,sample_00741,The Coldest Winter - Caleb Lemond,FAKE,1,Pop,audioldm,train,2224
seg_002225,sample_00741,The Coldest Winter - Caleb Lemond,FAKE,1,Pop,audioldm,train,2225
seg_002226,sample_00742,Nature Is Over / Defined - Bird Names,FAKE,1,Pop,audioldm,train,2226
seg_002227,sample_00742,Nature Is Over / Defined - Bird Names,FAKE,1,Pop,audioldm,train,2227
seg_002228,sample_00742,Nature Is Over / Defined - Bird Names,FAKE,1,Pop,audioldm,train,2228
seg_002229,sample_00743,Time Is Love - Silence is full of birds,FAKE,1,Pop,audioldm,val,2229
seg_002230,sample_00743,Time Is Love - Silence is full of birds,FAKE,1,Pop,audioldm,val,2230
seg_002231,sample_00743,Time Is Love - Silence is full of birds,FAKE,1,Pop,audioldm,val,2231
seg_002232,sample_00744,Stockholm Syndrome / People Should Be More Aware - Bird Names,FAKE,1,Pop,audioldm,val,2232
seg_002233,sample_00744,Stockholm Syndrome / People Should Be More Aware - Bird Names,FAKE,1,Pop,audioldm,val,2233
seg_002234,sample_00744,Stockholm Syndrome / People Should Be More Aware - Bird Names,FAKE,1,Pop,audioldm,val,2234
seg_002235,sample_00745,purity & danger - Katapulto,FAKE,1,Pop,audioldm,train,2235
seg_002236,sample_00745,purity & danger - Katapulto,FAKE,1,Pop,audioldm,train,2236
seg_002237,sample_00745,purity & danger - Katapulto,FAKE,1,Pop,audioldm,train,2237
seg_002238,sample_00746,She Works / Tepid Waters - Bird Names,FAKE,1,Pop,audioldm,test,2238
seg_002239,sample_00746,She Works / Tepid Waters - Bird Names,FAKE,1,Pop,audioldm,test,2239
seg_002240,sample_00746,She Works / Tepid Waters - Bird Names,FAKE,1,Pop,audioldm,test,2240
seg_002241,sample_00747,The Dream and the Dreamer - Caleb Lemond,FAKE,1,Pop,audioldm,train,2241
seg_002242,sample_00747,The Dream and the Dreamer - Caleb Lemond,FAKE,1,Pop,audioldm,train,2242
seg_002243,sample_00747,The Dream and the Dreamer - Caleb Lemond,FAKE,1,Pop,audioldm,train,2243
seg_002244,sample_00748,"Roundtrip - Oh Yeah, the Future",FAKE,1,Pop,audioldm,val,2244
seg_002245,sample_00748,"Roundtrip - Oh Yeah, the Future",FAKE,1,Pop,audioldm,val,2245
seg_002246,sample_00748,"Roundtrip - Oh Yeah, the Future",FAKE,1,Pop,audioldm,val,2246
seg_002247,sample_00749,New Life (take 1) - Bird Names,FAKE,1,Pop,audioldm,val,2247
seg_002248,sample_00749,New Life (take 1) - Bird Names,FAKE,1,Pop,audioldm,val,2248
seg_002249,sample_00749,New Life (take 1) - Bird Names,FAKE,1,Pop,audioldm,val,2249
seg_002250,sample_00750,The Queen - Malaventura,FAKE,1,Pop,audioldm,train,2250
seg_002251,sample_00750,The Queen - Malaventura,FAKE,1,Pop,audioldm,train,2251
seg_002252,sample_00750,The Queen - Malaventura,FAKE,1,Pop,audioldm,train,2252
seg_002253,sample_00751,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,FAKE,1,Pop,audioldm,val,2253
seg_002254,sample_00751,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,FAKE,1,Pop,audioldm,val,2254
seg_002255,sample_00751,My Body Is A Weapon (Compromise Edit) - Silence is full of birds,FAKE,1,Pop,audioldm,val,2255
seg_002256,sample_00752,Production - Bird Names,FAKE,1,Pop,audioldm,test,2256
seg_002257,sample_00752,Production - Bird Names,FAKE,1,Pop,audioldm,test,2257
seg_002258,sample_00752,Production - Bird Names,FAKE,1,Pop,audioldm,test,2258
seg_002259,sample_00753,Nostalgia - Malaventura,FAKE,1,Pop,audioldm,train,2259
seg_002260,sample_00753,Nostalgia - Malaventura,FAKE,1,Pop,audioldm,train,2260
seg_002261,sample_00753,Nostalgia - Malaventura,FAKE,1,Pop,audioldm,train,2261
seg_002262,sample_00754,Polinesia - Malaventura,FAKE,1,Pop,audioldm,train,2262
seg_002263,sample_00754,Polinesia - Malaventura,FAKE,1,Pop,audioldm,train,2263
seg_002264,sample_00754,Polinesia - Malaventura,FAKE,1,Pop,audioldm,train,2264
seg_002265,sample_00755,Slow and Steady - Caleb Lemond,FAKE,1,Pop,audioldm,train,2265
seg_002266,sample_00755,Slow and Steady - Caleb Lemond,FAKE,1,Pop,audioldm,train,2266
seg_002267,sample_00755,Slow and Steady - Caleb Lemond,FAKE,1,Pop,audioldm,train,2267
seg_002268,sample_00756,The Sandman - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2268
seg_002269,sample_00756,The Sandman - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2269
seg_002270,sample_00756,The Sandman - Ergo Phizmiz,FAKE,1,Pop,audioldm,train,2270
seg_002271,sample_00757,Outro - Caleb Lemond,FAKE,1,Pop,audioldm,train,2271
seg_002272,sample_00757,Outro - Caleb Lemond,FAKE,1,Pop,audioldm,train,2272
seg_002273,sample_00757,Outro - Caleb Lemond,FAKE,1,Pop,audioldm,train,2273
seg_002274,sample_00758,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",FAKE,1,Pop,audioldm,test,2274
seg_002275,sample_00758,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",FAKE,1,Pop,audioldm,test,2275
seg_002276,sample_00758,"The Pursuit of Unintentional Humor - Oh Yeah, the Future",FAKE,1,Pop,audioldm,test,2276
seg_002277,sample_00759,"With the Summer - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2277
seg_002278,sample_00759,"With the Summer - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2278
seg_002279,sample_00759,"With the Summer - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2279
seg_002280,sample_00760,Agora - Malaventura,FAKE,1,Pop,audioldm,val,2280
seg_002281,sample_00760,Agora - Malaventura,FAKE,1,Pop,audioldm,val,2281
seg_002282,sample_00760,Agora - Malaventura,FAKE,1,Pop,audioldm,val,2282
seg_002283,sample_00761,Let's the kids play - Malaventura,FAKE,1,Pop,audioldm,train,2283
seg_002284,sample_00761,Let's the kids play - Malaventura,FAKE,1,Pop,audioldm,train,2284
seg_002285,sample_00761,Let's the kids play - Malaventura,FAKE,1,Pop,audioldm,train,2285
seg_002286,sample_00762,karaoke megablast - Katapulto,FAKE,1,Pop,audioldm,train,2286
seg_002287,sample_00762,karaoke megablast - Katapulto,FAKE,1,Pop,audioldm,train,2287
seg_002288,sample_00762,karaoke megablast - Katapulto,FAKE,1,Pop,audioldm,train,2288
seg_002289,sample_00763,El Burrito - Malaventura,FAKE,1,Pop,audioldm,test,2289
seg_002290,sample_00763,El Burrito - Malaventura,FAKE,1,Pop,audioldm,test,2290
seg_002291,sample_00763,El Burrito - Malaventura,FAKE,1,Pop,audioldm,test,2291
seg_002292,sample_00764,Space is my pace - Malaventura,FAKE,1,Pop,audioldm,train,2292
seg_002293,sample_00764,Space is my pace - Malaventura,FAKE,1,Pop,audioldm,train,2293
seg_002294,sample_00764,Space is my pace - Malaventura,FAKE,1,Pop,audioldm,train,2294
seg_002295,sample_00765,"Snowday - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2295
seg_002296,sample_00765,"Snowday - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2296
seg_002297,sample_00765,"Snowday - Oh Yeah, the Future",FAKE,1,Pop,audioldm,train,2297
seg_002298,sample_00766,Where Is Everything - The Moi Non Plus,FAKE,1,Rock,audioldm,test,2298
seg_002299,sample_00766,Where Is Everything - The Moi Non Plus,FAKE,1,Rock,audioldm,test,2299
seg_002300,sample_00766,Where Is Everything - The Moi Non Plus,FAKE,1,Rock,audioldm,test,2300
seg_002301,sample_00767,Terve Teille - Чокнутый Пропеллер,FAKE,1,Rock,audioldm,test,2301
seg_002302,sample_00767,Terve Teille - Чокнутый Пропеллер,FAKE,1,Rock,audioldm,test,2302
seg_002303,sample_00767,Terve Teille - Чокнутый Пропеллер,FAKE,1,Rock,audioldm,test,2303
seg_002304,sample_00768,Empty Pockets - Pete Prodoehl,FAKE,1,Rock,audioldm,val,2304
seg_002305,sample_00768,Empty Pockets - Pete Prodoehl,FAKE,1,Rock,audioldm,val,2305
seg_002306,sample_00768,Empty Pockets - Pete Prodoehl,FAKE,1,Rock,audioldm,val,2306
seg_002307,sample_00769,We Move in Waves - Modey Lemon,FAKE,1,Rock,audioldm,train,2307
seg_002308,sample_00769,We Move in Waves - Modey Lemon,FAKE,1,Rock,audioldm,train,2308
seg_002309,sample_00769,We Move in Waves - Modey Lemon,FAKE,1,Rock,audioldm,train,2309
seg_002310,sample_00770,Windows of the Skull - Sarin,FAKE,1,Rock,audioldm,val,2310
seg_002311,sample_00770,Windows of the Skull - Sarin,FAKE,1,Rock,audioldm,val,2311
seg_002312,sample_00770,Windows of the Skull - Sarin,FAKE,1,Rock,audioldm,val,2312
seg_002313,sample_00771,Transmit - Lamprey,FAKE,1,Rock,audioldm,train,2313
seg_002314,sample_00771,Transmit - Lamprey,FAKE,1,Rock,audioldm,train,2314
seg_002315,sample_00771,Transmit - Lamprey,FAKE,1,Rock,audioldm,train,2315
seg_002316,sample_00772,Lost Paradise - Autumn Interlude,FAKE,1,Rock,audioldm,train,2316
seg_002317,sample_00772,Lost Paradise - Autumn Interlude,FAKE,1,Rock,audioldm,train,2317
seg_002318,sample_00772,Lost Paradise - Autumn Interlude,FAKE,1,Rock,audioldm,train,2318
seg_002319,sample_00773,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,FAKE,1,Rock,audioldm,val,2319
seg_002320,sample_00773,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,FAKE,1,Rock,audioldm,val,2320
seg_002321,sample_00773,Gila Monster Flop/Music History Lesson:The Sonics - The Crypts!,FAKE,1,Rock,audioldm,val,2321
seg_002322,sample_00774,Johnny I Lie - The Moi Non Plus,FAKE,1,Rock,audioldm,train,2322
seg_002323,sample_00774,Johnny I Lie - The Moi Non Plus,FAKE,1,Rock,audioldm,train,2323
seg_002324,sample_00774,Johnny I Lie - The Moi Non Plus,FAKE,1,Rock,audioldm,train,2324
seg_002325,sample_00775,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Rock,audioldm,train,2325
seg_002326,sample_00775,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Rock,audioldm,train,2326
seg_002327,sample_00775,Ynkelig - Die Morgendammerung Des Valhalla,FAKE,1,Rock,audioldm,train,2327
seg_002328,sample_00776,Soul of the Demon - Zombie Raiders,FAKE,1,Rock,audioldm,train,2328
seg_002329,sample_00776,Soul of the Demon - Zombie Raiders,FAKE,1,Rock,audioldm,train,2329
seg_002330,sample_00776,Soul of the Demon - Zombie Raiders,FAKE,1,Rock,audioldm,train,2330
seg_002331,sample_00777,Robocall - Legally Blind,FAKE,1,Rock,audioldm,train,2331
seg_002332,sample_00777,Robocall - Legally Blind,FAKE,1,Rock,audioldm,train,2332
seg_002333,sample_00777,Robocall - Legally Blind,FAKE,1,Rock,audioldm,train,2333
seg_002334,sample_00778,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Rock,audioldm,train,2334
seg_002335,sample_00778,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Rock,audioldm,train,2335
seg_002336,sample_00778,Wir Werden Gott - Japanische Kampfhorspiele,FAKE,1,Rock,audioldm,train,2336
seg_002337,sample_00779,KOMFORT - voyageurs,FAKE,1,Rock,audioldm,train,2337
seg_002338,sample_00779,KOMFORT - voyageurs,FAKE,1,Rock,audioldm,train,2338
seg_002339,sample_00779,KOMFORT - voyageurs,FAKE,1,Rock,audioldm,train,2339
seg_002340,sample_00780,Stuttgart - Portrayal,FAKE,1,Rock,audioldm,test,2340
seg_002341,sample_00780,Stuttgart - Portrayal,FAKE,1,Rock,audioldm,test,2341
seg_002342,sample_00780,Stuttgart - Portrayal,FAKE,1,Rock,audioldm,test,2342
seg_002343,sample_00781,Voxel - Andy G. Cohen,FAKE,1,Rock,audioldm,val,2343
seg_002344,sample_00781,Voxel - Andy G. Cohen,FAKE,1,Rock,audioldm,val,2344
seg_002345,sample_00781,Voxel - Andy G. Cohen,FAKE,1,Rock,audioldm,val,2345
seg_002346,sample_00782,I - Nocturnal Mayhem,FAKE,1,Rock,audioldm,train,2346
seg_002347,sample_00782,I - Nocturnal Mayhem,FAKE,1,Rock,audioldm,train,2347
seg_002348,sample_00782,I - Nocturnal Mayhem,FAKE,1,Rock,audioldm,train,2348
seg_002349,sample_00783,Track 04 - Lightning Bolt,FAKE,1,Rock,audioldm,train,2349
seg_002350,sample_00783,Track 04 - Lightning Bolt,FAKE,1,Rock,audioldm,train,2350
seg_002351,sample_00783,Track 04 - Lightning Bolt,FAKE,1,Rock,audioldm,train,2351
seg_002352,sample_00784,Forest Silence - Serpentarivm,FAKE,1,Rock,audioldm,train,2352
seg_002353,sample_00784,Forest Silence - Serpentarivm,FAKE,1,Rock,audioldm,train,2353
seg_002354,sample_00784,Forest Silence - Serpentarivm,FAKE,1,Rock,audioldm,train,2354
seg_002355,sample_00785,Mountain Mist - Modey Lemon,FAKE,1,Rock,audioldm,train,2355
seg_002356,sample_00785,Mountain Mist - Modey Lemon,FAKE,1,Rock,audioldm,train,2356
seg_002357,sample_00785,Mountain Mist - Modey Lemon,FAKE,1,Rock,audioldm,train,2357
seg_002358,sample_00786,Digital Lightning - Cloudkicker,FAKE,1,Rock,audioldm,train,2358
seg_002359,sample_00786,Digital Lightning - Cloudkicker,FAKE,1,Rock,audioldm,train,2359
seg_002360,sample_00786,Digital Lightning - Cloudkicker,FAKE,1,Rock,audioldm,train,2360
seg_002361,sample_00787,Love Dream - The Zombie Dandies,FAKE,1,Rock,audioldm,test,2361
seg_002362,sample_00787,Love Dream - The Zombie Dandies,FAKE,1,Rock,audioldm,test,2362
seg_002363,sample_00787,Love Dream - The Zombie Dandies,FAKE,1,Rock,audioldm,test,2363
seg_002364,sample_00788,Scramby Eggs - Andy G. Cohen,FAKE,1,Rock,audioldm,val,2364
seg_002365,sample_00788,Scramby Eggs - Andy G. Cohen,FAKE,1,Rock,audioldm,val,2365
seg_002366,sample_00788,Scramby Eggs - Andy G. Cohen,FAKE,1,Rock,audioldm,val,2366
seg_002367,sample_00789,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Rock,audioldm,train,2367
seg_002368,sample_00789,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Rock,audioldm,train,2368
seg_002369,sample_00789,Stranger - Frigg A Go Go (F.A.G.G.),FAKE,1,Rock,audioldm,train,2369
seg_002370,sample_00790,Snakefirewalking - Los Llamarada,FAKE,1,Rock,audioldm,train,2370
seg_002371,sample_00790,Snakefirewalking - Los Llamarada,FAKE,1,Rock,audioldm,train,2371
seg_002372,sample_00790,Snakefirewalking - Los Llamarada,FAKE,1,Rock,audioldm,train,2372
seg_002373,sample_00791,Mettle - Pipe Choir,FAKE,1,Rock,audioldm,train,2373
seg_002374,sample_00791,Mettle - Pipe Choir,FAKE,1,Rock,audioldm,train,2374
seg_002375,sample_00791,Mettle - Pipe Choir,FAKE,1,Rock,audioldm,train,2375
seg_002376,sample_00792,One Eyed Ghost/This is gonna be a rough show - The Crypts!,FAKE,1,Rock,audioldm,train,2376
seg_002377,sample_00792,One Eyed Ghost/This is gonna be a rough show - The Crypts!,FAKE,1,Rock,audioldm,train,2377
seg_002378,sample_00792,One Eyed Ghost/This is gonna be a rough show - The Crypts!,FAKE,1,Rock,audioldm,train,2378
seg_002379,sample_00793,1984 - Punk Rock Opera,FAKE,1,Rock,audioldm,train,2379
seg_002380,sample_00793,1984 - Punk Rock Opera,FAKE,1,Rock,audioldm,train,2380
seg_002381,sample_00793,1984 - Punk Rock Opera,FAKE,1,Rock,audioldm,train,2381
seg_002382,sample_00794,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",FAKE,1,Rock,audioldm,test,2382
seg_002383,sample_00794,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",FAKE,1,Rock,audioldm,test,2383
seg_002384,sample_00794,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",FAKE,1,Rock,audioldm,test,2384
seg_002385,sample_00795,I Dream So Vividly - Uninhabitable Mansions,FAKE,1,Rock,audioldm,train,2385
seg_002386,sample_00795,I Dream So Vividly - Uninhabitable Mansions,FAKE,1,Rock,audioldm,train,2386
seg_002387,sample_00795,I Dream So Vividly - Uninhabitable Mansions,FAKE,1,Rock,audioldm,train,2387
seg_002388,sample_00796,Crossing - Los Llamarada,FAKE,1,Rock,audioldm,train,2388
seg_002389,sample_00796,Crossing - Los Llamarada,FAKE,1,Rock,audioldm,train,2389
seg_002390,sample_00796,Crossing - Los Llamarada,FAKE,1,Rock,audioldm,train,2390
seg_002391,sample_00797,Who Loves You Dear - Mink Lungs,FAKE,1,Rock,audioldm,test,2391
seg_002392,sample_00797,Who Loves You Dear - Mink Lungs,FAKE,1,Rock,audioldm,test,2392
seg_002393,sample_00797,Who Loves You Dear - Mink Lungs,FAKE,1,Rock,audioldm,test,2393
seg_002394,sample_00798,LIQUID SKULLS - voyageurs,FAKE,1,Rock,audioldm,test,2394
seg_002395,sample_00798,LIQUID SKULLS - voyageurs,FAKE,1,Rock,audioldm,test,2395
seg_002396,sample_00798,LIQUID SKULLS - voyageurs,FAKE,1,Rock,audioldm,test,2396
seg_002397,sample_00799,Millitary Industrial Complex - Punk Rock Opera,FAKE,1,Rock,audioldm,train,2397
seg_002398,sample_00799,Millitary Industrial Complex - Punk Rock Opera,FAKE,1,Rock,audioldm,train,2398
seg_002399,sample_00799,Millitary Industrial Complex - Punk Rock Opera,FAKE,1,Rock,audioldm,train,2399
seg_002400,sample_00800,Sea Monster - The Crypts!,FAKE,1,Rock,audioldm,train,2400
seg_002401,sample_00800,Sea Monster - The Crypts!,FAKE,1,Rock,audioldm,train,2401
seg_002402,sample_00800,Sea Monster - The Crypts!,FAKE,1,Rock,audioldm,train,2402
seg_002403,sample_00801,Infinite Light - Pipe Choir,FAKE,1,Rock,audioldm,train,2403
seg_002404,sample_00801,Infinite Light - Pipe Choir,FAKE,1,Rock,audioldm,train,2404
seg_002405,sample_00801,Infinite Light - Pipe Choir,FAKE,1,Rock,audioldm,train,2405
seg_002406,sample_00802,I Fell - Mod Fun,FAKE,1,Rock,audioldm,val,2406
seg_002407,sample_00802,I Fell - Mod Fun,FAKE,1,Rock,audioldm,val,2407
seg_002408,sample_00802,I Fell - Mod Fun,FAKE,1,Rock,audioldm,val,2408
seg_002409,sample_00803,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Rock,audioldm,val,2409
seg_002410,sample_00803,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Rock,audioldm,val,2410
seg_002411,sample_00803,Новый Нью-Йорк 2 - Чокнутый Пропеллер,FAKE,1,Rock,audioldm,val,2411
seg_002412,sample_00804,I - Inflammator,FAKE,1,Rock,audioldm,test,2412
seg_002413,sample_00804,I - Inflammator,FAKE,1,Rock,audioldm,test,2413
seg_002414,sample_00804,I - Inflammator,FAKE,1,Rock,audioldm,test,2414
seg_002415,sample_00805,Sfogare Il Dissenso - Deiezione HC,FAKE,1,Rock,audioldm,test,2415
seg_002416,sample_00805,Sfogare Il Dissenso - Deiezione HC,FAKE,1,Rock,audioldm,test,2416
seg_002417,sample_00805,Sfogare Il Dissenso - Deiezione HC,FAKE,1,Rock,audioldm,test,2417
seg_002418,sample_00806,Nose - DUSTdevils,FAKE,1,Rock,audioldm,train,2418
seg_002419,sample_00806,Nose - DUSTdevils,FAKE,1,Rock,audioldm,train,2419
seg_002420,sample_00806,Nose - DUSTdevils,FAKE,1,Rock,audioldm,train,2420
seg_002421,sample_00807,March of the GPA Mechanics - [t]ghost,FAKE,1,Rock,audioldm,val,2421
seg_002422,sample_00807,March of the GPA Mechanics - [t]ghost,FAKE,1,Rock,audioldm,val,2422
